step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
100,0,0.001,9.17365,2000,3.07569,2.96726,3.32287,3.09543,537,499,1933.2,1796.4,2,2,1325.86,13.0605,52.8235,700,700,0.2445,489,0.00362211,7.24422,6.1235,12247,82,-0.511242,-5.42844e-10,0.197917,0.0540533,943.468
101,0,0.001,8.3777,2000,3.59359,3.41742,3.63412,3.62614,555,522,1998,1879.2,2,2,1436.12,10.973,46.4675,700,700,0.256,512,0.00647091,12.9418,5.531,11062,83,-0.80795,-2.8724e-10,0.214957,0.0536618,952.132
102,0,0.001,9.025,2000,3.15702,3.02043,3.34929,3.18217,548,505,1972.8,1818,6,6,1303.02,13.1925,52.563,700,700,0.2375,475,0.0017644,3.52881,6.119,12238,83,-0.620683,1.52009e-10,0.1911,0.053463,961.457
103,0,0.001,8.79612,2000,3.2441,3.127,3.47707,3.26547,535,494,1926,1778.4,4,3,1285.16,20.2345,57.6925,700,700,0.237,474,0.00164034,3.28067,5.776,11552,83,-0.433925,-1.44962e-10,0.188367,0.053062,970.545
104,0,0.001,9.49237,2000,3.16262,3.05381,3.37058,3.18262,547,508,1969.2,1828.8,4,4,1391.07,13.237,52.609,700,700,0.244,488,0.00335304,6.70607,6.109,12218,84,-0.659086,1.74631e-10,0.197366,0.0559368,980.334
105,0,0.001,8.43062,2000,3.35921,3.24996,3.59311,3.37917,529,494,1904.4,1778.4,4,4,1433.98,21.5625,57.5445,700,700,0.237,474,0.00159082,3.18164,5.5575,11115,81,-0.381465,-3.73372e-10,0.188376,0.053303,989.043
106,0,0.001,8.7376,2000,3.31609,3.18013,3.46958,3.341,539,506,1940.4,1821.6,2,2,1423.33,15.81,52.857,700,700,0.248,496,0.00430537,8.61074,5.735,11470,82,-0.603498,-3.67339e-10,0.182601,0.0531631,998.067
107,0,0.001,9.09369,2000,3.1823,3.06319,3.37985,3.20422,544,507,1958.4,1825.2,2,2,1299.36,12.7625,51.6845,700,700,0.2485,497,0.00439782,8.79564,6.046,12092,83,-0.531753,3.263e-10,0.194645,0.0559943,1007.45
108,0,0.001,8.73397,2000,3.4013,3.21899,3.45178,3.43498,558,518,2008.8,1864.8,0,0,1228.08,6.649,43.9335,700,700,0.259,518,0.00698795,13.9759,5.8085,11617,83,-0.703232,-5.07484e-10,0.197607,0.0524533,1016.47
109,0,0.001,8.56153,2000,3.5638,3.37241,3.54402,3.5992,562,528,2023.2,1900.8,2,1,1415.63,8.9565,44.9905,700,700,0.259,518,0.00695266,13.9053,5.6215,11243,85,-0.897829,-8.42338e-10,0.203049,0.0529981,1025.32
110,0,0.001,9.29111,2000,3.07532,2.97761,3.35595,3.09315,533,495,1918.8,1782,4,4,1346.92,14.488,53.9575,700,700,0.2375,475,0.00150026,3.00052,6.09,12180,82,-0.417936,-4.26276e-10,0.205207,0.0523758,1034.91
111,0,0.001,8.82275,2000,3.46797,3.30379,3.56661,3.49816,540,507,1944,1825.2,0,0,1333.64,11.604,47.0705,700,700,0.2535,507,0.00549701,10.994,5.5045,11009,81,-0.526141,3.95744e-10,0.198819,0.0501671,1044.02
112,0,0.001,8.89904,2000,3.37331,3.24543,3.4515,3.39697,561,519,2019.6,1868.4,6,6,1288.17,7.1885,44.994,700,700,0.2445,489,0.00316253,6.32505,5.902,11804,86,-0.771447,-5.42928e-10,0.234745,0.0570629,1053.22
113,0,0.001,9.30295,2000,3.09467,2.97716,3.28821,3.11612,542,511,1951.2,1839.6,0,0,1397.39,16.36,56.474,700,700,0.2555,511,0.00591587,11.8317,6.1885,12377,84,-0.600466,-2.22192e-11,0.206112,0.0524089,1062.81
114,0,0.001,8.50489,2000,3.54463,3.38586,3.62085,3.57399,550,516,1980,1857.6,4,4,1386.7,9.4345,45.0035,700,700,0.248,496,0.0039822,7.9644,5.549,11098,84,-0.597275,5.09243e-10,0.214289,0.0516381,1071.6
115,0,0.001,8.76717,2000,3.39744,3.26888,3.60119,3.42111,523,493,1882.8,1774.8,4,4,1439.86,20.076,55.2005,700,700,0.2365,473,0.00106945,2.13889,5.4585,10917,81,-0.344305,2.29301e-10,0.181196,0.048758,1080.64
116,0,0.001,8.70612,2000,3.25607,3.14798,3.5321,3.27579,525,491,1890,1767.6,0,0,1340.95,23.481,60.2515,700,700,0.2455,491,0.00331983,6.63965,5.671,11342,80,-0.363415,3.65883e-10,0.189552,0.0523427,1089.63
117,0,0.001,8.32764,2000,3.53242,3.38931,3.63978,3.55869,541,510,1947.6,1836,2,2,1388.8,15.1145,50.1255,700,700,0.25,500,0.00443245,8.8649,5.4285,10857,82,-0.572616,-2.1475e-10,0.197622,0.0511231,1098.24
118,0,0.001,8.48982,2000,3.47248,3.31534,3.53953,3.50157,550,519,1980,1868.4,0,0,1410.01,14.292,50.6205,700,700,0.2595,519,0.00680461,13.6092,5.6715,11343,84,-0.712786,3.1595e-10,0.189392,0.0542891,1107.01
119,0,0.001,9.02558,2000,3.26144,3.17364,3.49762,3.27746,530,497,1908,1789.2,4,4,1418.75,20.507,57.5335,700,700,0.2385,477,0.00145633,2.91265,5.71,11420,82,-0.441513,-9.09681e-10,0.217312,0.0527439,1116.32
120,0,0.001,9.50508,2000,3.3551,3.20124,3.46234,3.38357,549,517,1976.4,1861.2,2,2,1397.15,13.32,50.8055,700,700,0.2535,507,0.00523531,10.4706,5.851,11702,85,-0.668181,-7.44022e-10,0.238374,0.0548937,1126.16
121,0,0.001,9.50268,2000,3.13628,3.00663,3.31969,3.15993,548,512,1972.8,1843.2,2,2,1371.42,13.096,52.9885,700,700,0.251,502,0.0045743,9.1486,6.1515,12303,82,-0.624672,7.23077e-11,0.247927,0.0588648,1135.95
122,0,0.001,8.83558,2000,3.31552,3.19392,3.45702,3.33788,547,511,1969.2,1839.6,4,4,1387.87,10.071,47.7675,700,700,0.2455,491,0.00313918,6.27835,5.8525,11705,82,-0.617427,8.48844e-11,0.239435,0.0511758,1145.08
123,0,0.001,8.45747,2000,3.66426,3.5018,3.65077,3.69428,556,527,2001.6,1897.2,2,2,1447.46,9.5295,44.4125,700,700,0.2585,517,0.00642117,12.8423,5.4385,10877,85,-0.781373,6.9411e-10,0.217131,0.052357,1153.83
124,0,0.001,8.9464,2000,3.31874,3.15537,3.41981,3.34875,544,515,1958.4,1854,0,0,1485.27,10.438,48.0515,700,700,0.2575,515,0.00612864,12.2573,5.8345,11669,83,-0.612669,8.27696e-11,0.192776,0.0518613,1163.07
125,0,0.001,9.28314,2000,3.0223,2.90421,3.28877,3.04378,530,492,1908,1771.2,2,2,1353.49,16.728,56.7985,700,700,0.241,482,0.00188857,3.77714,6.1645,12329,79,-0.336407,2.12034e-10,0.191832,0.055114,1172.65
126,0,0.001,8.96287,2000,3.52155,3.37961,3.61288,3.54779,554,519,1994.4,1868.4,4,4,1430.01,12.3285,48.177,700,700,0.2495,499,0.00404031,8.08061,5.5905,11181,85,-0.73769,-3.42488e-10,0.200753,0.0544791,1181.9
127,0,0.001,8.14297,2000,3.86639,3.62727,3.76042,3.91133,560,529,2016,1904.4,2,2,1389.13,8.756,41.988,700,700,0.2595,519,0.00656799,13.136,5.256,10512,87,-0.797315,-4.89619e-11,0.236863,0.0494158,1190.33
128,0,0.001,8.86129,2000,3.26267,3.13429,3.4446,3.28631,540,503,1944,1810.8,2,2,1239.11,14.118,51.772,700,700,0.2465,493,0.00320045,6.40091,5.8535,11707,83,-0.422723,-5.39586e-10,0.238058,0.053051,1199.48
129,0,0.001,8.39318,2000,3.44074,3.26107,3.55912,3.47388,536,503,1929.6,1810.8,0,0,1343.16,18.754,54.357,700,700,0.2515,503,0.00446694,8.93389,5.5415,11083,81,-0.450654,1.27448e-10,0.234435,0.0524809,1208.15
130,0,0.001,8.65917,2000,3.38788,3.22841,3.49249,3.41731,552,509,1987.2,1832.4,4,4,1251.39,9.1075,46.139,700,700,0.2445,489,0.00263253,5.26506,5.766,11532,82,-0.562877,-6.13278e-10,0.249633,0.053761,1217.13
131,0,0.001,8.12292,2000,3.75469,3.55782,3.6831,3.79173,566,532,2037.6,1915.2,6,6,1457.21,5.4945,39.9525,700,700,0.251,502,0.00424626,8.49252,5.454,10908,88,-0.865595,-2.98672e-10,0.264731,0.0517612,1225.53
132,0,0.001,8.38002,2000,3.36841,3.22283,3.59181,3.39519,526,494,1893.6,1778.4,0,0,1326.74,21.0215,56.73,700,700,0.247,494,0.00320951,6.41902,5.5465,11093,82,-0.305224,-8.41614e-10,0.247342,0.0530729,1234.2
133,0,0.001,8.98541,2000,3.15192,3.03091,3.40511,3.17409,537,499,1933.2,1796.4,4,4,1320.46,16.1895,54.94,700,700,0.2395,479,0.00127518,2.55035,5.998,11996,83,-0.394324,-3.41968e-10,0.245608,0.0546539,1243.48
134,0,0.001,9.81058,2000,2.98532,2.87509,3.26223,3.00548,530,497,1908,1789.2,0,0,1374.22,16.4885,56.9885,700,700,0.2485,497,0.00356665,7.13329,6.2585,12517,81,-0.360351,5.1206e-11,0.245625,0.0558841,1253.59
135,0,0.001,8.6456,2000,3.39292,3.22047,3.52146,3.42461,544,514,1958.4,1850.4,0,0,1478.41,16.583,53.2915,700,700,0.257,514,0.00574118,11.4824,5.697,11394,82,-0.623294,-5.59256e-10,0.273378,0.0541651,1262.52
136,0,0.001,8.49986,2000,3.50007,3.33606,3.58504,3.53071,552,510,1987.2,1836,4,4,1220.78,8.4815,44.151,700,700,0.245,490,0.0026076,5.21521,5.6125,11225,86,-0.533305,-9.63994e-10,0.272976,0.052727,1271.31
137,0,0.001,8.67074,2000,3.37655,3.22781,3.50755,3.40399,543,511,1954.8,1839.6,0,0,1408.63,17.7465,54.554,700,700,0.2555,511,0.00530321,10.6064,5.729,11458,82,-0.577344,6.31945e-10,0.283084,0.052717,1280.26
138,0,0.001,8.65587,2000,3.36991,3.22596,3.54336,3.39634,538,504,1936.8,1814.4,2,1,1425.32,18.2145,54.7755,700,700,0.247,494,0.00308742,6.17484,5.67,11340,82,-0.502249,8.26347e-11,0.257917,0.052279,1289.2
139,0,0.001,9.26081,2000,3.14654,2.9905,3.30107,3.17539,548,512,1972.8,1843.2,2,2,1422.6,11.904,51.7565,700,700,0.251,502,0.00410261,8.20522,6.216,12432,84,-0.607128,1.11865e-10,0.260845,0.0539191,1298.76
140,0,0.001,8.53169,2000,3.51416,3.35273,3.60295,3.54413,553,519,1990.8,1868.4,4,4,1403.8,12.5075,48.5015,700,700,0.2495,499,0.0036854,7.37079,5.635,11270,86,-0.681121,1.65367e-10,0.261696,0.0515969,1307.59
141,0,0.001,8.8343,2000,3.39924,3.2524,3.45073,3.42649,557,520,2005.2,1872,4,4,1374.92,6.1355,43.514,700,700,0.25,500,0.00378464,7.56928,5.8485,11697,86,-0.66442,-2.00538e-10,0.271023,0.0541787,1316.72
142,0,0.001,8.68053,2000,3.27318,3.14271,3.49634,3.29702,527,494,1897.2,1778.4,0,0,1255.81,23.2425,59.9885,700,700,0.247,494,0.00298481,5.96961,5.6735,11347,81,-0.260049,-2.74126e-10,0.25113,0.0536592,1325.69
143,0,0.001,9.55791,2000,3.19747,3.06133,3.3731,3.22265,549,513,1976.4,1846.8,4,4,1420.41,12.493,51.614,700,700,0.2465,493,0.00283838,5.67676,6.104,12208,83,-0.626967,1.29104e-10,0.260577,0.0552583,1335.54
144,0,0.001,8.48403,2000,3.45642,3.31976,3.61807,3.48161,537,504,1933.2,1814.4,4,4,1380.52,15.78,51.287,700,700,0.242,484,0.00164937,3.29875,5.525,11050,83,-0.405813,7.50383e-10,0.282097,0.0529783,1344.31
145,0,0.001,8.66537,2000,3.36183,3.21727,3.53065,3.38845,543,514,1954.8,1850.4,2,2,1513.39,11.2345,48.1965,700,700,0.252,504,0.00422975,8.45951,5.7465,11493,83,-0.601815,-1.98162e-10,0.248376,0.0537632,1353.27
146,0,0.001,8.49089,2000,3.4673,3.30826,3.59052,3.49671,542,514,1951.2,1850.4,0,0,1470.71,18.377,54.464,700,700,0.257,514,0.00550853,11.0171,5.6305,11261,84,-0.571367,7.39323e-10,0.273696,0.0520499,1362.05
147,0,0.001,8.85033,2000,3.35292,3.19292,3.45831,3.38251,555,519,1998,1868.4,0,0,1294.54,9.366,47.24,700,700,0.2595,519,0.00613228,12.2646,5.909,11818,85,-0.615329,2.36817e-10,0.250587,0.054898,1371.19
148,0,0.001,8.65309,2000,3.38395,3.24068,3.54483,3.41035,548,509,1972.8,1832.4,0,0,1212.03,8.935,45.6845,700,700,0.2545,509,0.00479798,9.59595,5.7155,11431,84,-0.442449,2.6208e-10,0.240778,0.0531969,1380.15
149,0,0.001,8.63537,2000,3.48531,3.30239,3.56959,3.51925,552,523,1987.2,1882.8,0,0,1453.98,9.8255,46.361,700,700,0.2615,523,0.00661559,13.2312,5.7165,11433,85,-0.671046,-2.03752e-10,0.268505,0.0525591,1389.08
150,0,0.001,9.18443,2000,3.19322,3.04525,3.3399,3.22052,550,515,1980,1854,0,0,1336.8,13.714,53.1215,700,700,0.2575,515,0.00554551,11.091,6.1355,12271,85,-0.602981,-2.36821e-10,0.281441,0.0544701,1398.58
151,0,0.001,9.03847,2000,3.52157,3.31713,3.52023,3.55965,564,528,2030.4,1900.8,4,3,1406.15,7.921,44.621,700,700,0.254,508,0.00459768,9.19535,5.76,11520,85,-0.750167,-4.07026e-10,0.304411,0.0523598,1407.91
152,0,0.001,7.99417,2000,3.86483,3.64019,3.7456,3.90697,561,532,2019.6,1915.2,0,0,1468.29,4.904,38.1375,700,700,0.266,532,0.00772246,15.4449,5.248,10496,87,-0.782723,2.16309e-10,0.243314,0.0509362,1416.18
153,0,0.001,8.78653,2000,3.42065,3.2744,3.50282,3.44761,558,522,2008.8,1879.2,2,2,1373.94,8.716,45.859,700,700,0.256,512,0.00506007,10.1201,5.78,11560,85,-0.676835,-8.21379e-10,0.248322,0.0566831,1425.26
154,0,0.001,9.07359,2000,3.49836,3.3409,3.61838,3.52742,536,503,1929.6,1810.8,2,2,1390.25,13.5495,48.546,700,700,0.2465,493,0.00252263,5.04525,5.451,10902,81,-0.406058,3.96543e-10,0.218231,0.048702,1434.62
155,0,0.001,9.4385,2000,3.27036,3.13738,3.4691,3.29489,540,505,1944,1818,4,4,1427.73,13.006,50.85,700,700,0.2425,485,0.00145484,2.90968,5.89,11780,83,-0.359154,8.58611e-10,0.210667,0.0570612,1444.36
156,0,0.001,8.63554,2000,3.72188,3.53632,3.74834,3.75637,542,513,1951.2,1846.8,0,0,1379.42,13.42,46.9365,700,700,0.2565,513,0.00513986,10.2797,5.2505,10501,82,-0.450621,-1.1629e-10,0.220199,0.0514581,1453.29
157,0,0.001,8.30469,2000,3.56013,3.42564,3.66159,3.58485,538,507,1936.8,1825.2,2,2,1413.05,13.693,48.261,700,700,0.2485,497,0.0030021,6.00421,5.3655,10731,82,-0.447835,-3.44123e-10,0.190542,0.053354,1461.87
158,0,0.001,8.62403,2000,3.43698,3.30125,3.55351,3.46207,548,513,1972.8,1846.8,2,2,1367.36,11.0125,47.42,700,700,0.2515,503,0.00378485,7.5697,5.678,11356,84,-0.549138,-2.53558e-10,0.184002,0.0551822,1470.79
159,0,0.001,9.20432,2000,3.31711,3.17672,3.4326,3.34309,548,511,1972.8,1839.6,4,4,1368.31,15.429,53.1345,700,700,0.2455,491,0.00216987,4.33974,5.886,11772,85,-0.553501,3.56569e-10,0.192177,0.0562401,1480.29
160,0,0.001,8.84937,2000,3.75583,3.58346,3.78613,3.78801,543,507,1954.8,1825.2,6,6,1423.25,11.725,44.6465,700,700,0.2385,477,0.000277696,0.555392,5.1775,10355,82,-0.485999,-3.78548e-10,0.168479,0.0502188,1489.44
161,0,0.001,8.58656,2000,3.56539,3.39762,3.54066,3.59656,560,526,2016,1893.6,4,4,1406.51,7.237,43.164,700,700,0.253,506,0.00411415,8.2283,5.627,11254,86,-0.724647,-4.17528e-10,0.170443,0.0512309,1498.32
162,0,0.001,8.61074,2000,3.47223,3.33456,3.58327,3.4976,554,519,1994.4,1868.4,2,2,1341.21,11.8885,48.393,700,700,0.2545,509,0.00449324,8.98647,5.678,11356,85,-0.61923,-2.33611e-10,0.140931,0.0543509,1507.21
163,0,0.001,8.9055,2000,3.24363,3.12821,3.42316,3.26468,539,506,1940.4,1821.6,2,2,1454.09,13.4215,51.4835,700,700,0.248,496,0.00275383,5.50765,5.869,11738,82,-0.455778,7.77593e-10,0.135844,0.0546622,1516.41
164,0,0.001,8.44636,2000,3.47799,3.31442,3.60443,3.50814,542,513,1951.2,1846.8,0,0,1476.07,18.239,53.9145,700,700,0.2565,513,0.00499203,9.98406,5.55,11100,83,-0.532422,3.26159e-10,0.143988,0.05388,1525.14
165,0,0.001,9.34179,2000,3.01129,2.91485,3.30164,3.02877,530,491,1908,1767.6,2,2,1293.92,17.344,57.4675,700,700,0.2405,481,0.000729553,1.45911,6.151,12302,79,-0.217145,1.40541e-10,0.134897,0.0555921,1534.77
166,0,0.001,8.7485,2000,3.18685,3.09528,3.50935,3.20338,517,483,1861.2,1738.8,4,4,1427.03,24.5765,61.4955,700,700,0.2315,463,-0.00165765,-3.31531,5.6425,11285,77,-0.156816,-2.01582e-11,0.134306,0.055573,1543.81
167,0,0.001,8.11028,2000,3.75101,3.55238,3.67874,3.78838,565,526,2034,1893.6,4,4,1294.3,5.3165,39.6605,700,700,0.253,506,0.00403102,8.06205,5.4355,10871,86,-0.710064,-9.55399e-12,0.168698,0.0491381,1552.21
168,0,0.001,8.98894,2000,3.23165,3.10628,3.39694,3.25476,553,513,1990.8,1846.8,4,4,1329.23,11.035,50.0305,700,700,0.2465,493,0.00229222,4.58445,6.0655,12131,84,-0.565621,-2.34387e-10,0.140966,0.0567288,1561.49
169,0,0.001,9.23901,2000,3.36632,3.23855,3.57209,3.38967,535,505,1926,1818,0,0,1420.67,19.1185,55.688,700,700,0.2525,505,0.0038662,7.73239,5.6485,11297,82,-0.397798,9.26273e-10,0.151118,0.0542321,1571.03
170,0,0.001,8.99794,2000,3.26878,3.14214,3.45714,3.29216,551,513,1983.6,1846.8,2,2,1311.25,10.612,48.8995,700,700,0.2515,503,0.00358755,7.17511,5.9635,11927,85,-0.519516,-1.33124e-10,0.17026,0.0554078,1580.34
171,0,0.001,8.48939,2000,3.39276,3.28489,3.6258,3.41253,531,497,1911.6,1789.2,4,4,1354.78,18.1335,53.8015,700,700,0.2385,477,0.000121902,0.243805,5.524,11048,83,-0.292749,-2.09148e-10,0.161435,0.0529809,1589.12
172,0,0.001,8.60169,2000,3.41168,3.24859,3.51167,3.44192,547,507,1969.2,1825.2,4,3,1297.66,14.5225,50.962,700,700,0.2435,487,0.00144868,2.89735,5.696,11392,84,-0.424621,-8.72268e-10,0.169443,0.0566831,1598.02
173,0,0.001,8.42812,2000,3.56184,3.41342,3.5925,3.58922,554,520,1994.4,1872,0,0,1326.59,9.2555,44.805,700,700,0.26,520,0.00580881,11.6176,5.535,11070,85,-0.598431,5.9219e-10,0.161753,0.0544698,1606.73
174,0,0.001,8.36253,2000,3.62523,3.44381,3.60429,3.65875,558,531,2008.8,1911.6,0,0,1542.42,7.2735,42.602,700,700,0.2655,531,0.00725358,14.5072,5.5065,11013,84,-0.747119,3.04443e-10,0.150707,0.053092,1615.38
175,0,0.001,9.09723,2000,3.28727,3.14755,3.43442,3.31296,544,512,1958.4,1843.2,0,0,1435.79,14.203,52.296,700,700,0.256,512,0.00470143,9.40286,5.9125,11825,82,-0.495055,1.95978e-10,0.135741,0.0551753,1624.77
176,0,0.001,9.03732,2000,3.12595,3.01763,3.39217,3.14561,531,495,1911.6,1782,0,0,1205.92,16.7075,55.421,700,700,0.2475,495,0.00240764,4.81529,5.946,11892,82,-0.181452,1.44534e-10,0.141058,0.0542812,1634.1
177,0,0.001,8.19075,2000,3.62721,3.48918,3.68869,3.65267,546,511,1965.6,1839.6,4,4,1345.91,15.04,49.288,700,700,0.2455,491,0.00186653,3.73305,5.3325,10665,85,-0.493596,-1.4337e-10,0.148839,0.0502341,1642.57
178,0,0.001,8.92269,2000,3.19355,3.07214,3.44429,3.21572,536,497,1929.6,1789.2,0,0,1262.21,16.397,54.457,700,700,0.2485,497,0.00265799,5.31599,5.8745,11749,82,-0.289198,1.86855e-10,0.142798,0.0539629,1651.79
179,0,0.001,9.38401,2000,3.39789,3.25464,3.46341,3.42434,555,525,1998,1890,2,2,1460.78,9.018,46.6665,700,700,0.2575,515,0.00506075,10.1215,5.867,11734,86,-0.635115,-1.39059e-09,0.151592,0.0540569,1661.47
180,0,0.001,8.49825,2000,3.47332,3.31896,3.53785,3.50168,551,513,1983.6,1846.8,2,2,1271.66,10.2245,46.497,700,700,0.2515,503,0.00343035,6.86069,5.626,11252,83,-0.515196,3.67378e-10,0.146177,0.0542109,1670.29
181,0,0.001,8.79358,2000,3.48562,3.34152,3.55075,3.51217,558,524,2008.8,1886.4,2,2,1388.93,7.6695,44.4255,700,700,0.257,514,0.00489264,9.78528,5.716,11432,87,-0.675506,-8.95667e-11,0.171637,0.0528049,1679.38
182,0,0.001,8.82839,2000,3.3534,3.21781,3.48152,3.37818,546,518,1965.6,1864.8,0,0,1482.03,11.9805,49.41,700,700,0.259,518,0.00541113,10.8223,5.783,11566,84,-0.535098,1.60569e-10,0.152843,0.056421,1688.5
183,0,0.001,8.49452,2000,3.46136,3.33026,3.58554,3.48553,551,518,1983.6,1864.8,4,4,1460.72,13.2275,49.5905,700,700,0.249,498,0.00269694,5.39387,5.6585,11317,86,-0.622611,5.11158e-11,0.143164,0.0539699,1697.3
184,0,0.001,8.46345,2000,3.39414,3.28087,3.58075,3.41476,532,499,1915.2,1796.4,2,2,1330.97,19.168,55.0305,700,700,0.2445,489,0.00147007,2.94014,5.5205,11041,81,-0.249673,-1.08657e-09,0.127217,0.0549529,1706.06
185,0,0.001,8.99966,2000,3.35089,3.21735,3.46453,3.37528,561,524,2019.6,1886.4,0,0,1330.42,7.4565,45.772,700,700,0.262,524,0.00618501,12.37,5.915,11830,83,-0.69349,-5.44125e-11,0.130311,0.055073,1715.36
186,0,0.001,8.82796,2000,3.40745,3.27746,3.53314,3.43116,546,513,1965.6,1846.8,4,3,1429.52,14.8655,51.632,700,700,0.2465,493,0.00197414,3.94827,5.669,11338,85,-0.51962,2.05402e-10,0.124891,0.055006,1724.48
187,0,0.001,8.5825,2000,3.506,3.35986,3.5895,3.53317,553,518,1990.8,1864.8,4,4,1396.37,11.8215,47.789,700,700,0.249,498,0.00263551,5.27101,5.636,11272,85,-0.594433,-5.93269e-10,0.126222,0.0532181,1733.35
188,0,0.001,8.716,2000,3.26799,3.17968,3.50662,3.28405,526,488,1893.6,1756.8,6,5,1356.38,21.411,57.96,700,700,0.229,458,-0.0027674,-5.5348,5.6235,11247,82,-0.155258,2.90252e-10,0.118464,0.0546696,1742.36
189,0,0.001,9.22084,2000,3.41358,3.26857,3.54519,3.44024,549,512,1976.4,1843.2,2,2,1314.13,9.039,45.7765,700,700,0.251,502,0.00316416,6.32831,5.7015,11403,83,-0.459107,-7.174e-11,0.132871,0.0541718,1751.88
190,0,0.001,9.1918,2000,3.06945,2.95076,3.35356,3.09089,535,493,1926,1774.8,4,3,1252.57,15.7365,55.4075,700,700,0.2365,473,-0.000749274,-1.49855,6.0655,12131,79,-0.194081,6.57743e-10,0.132026,0.0540872,1761.43
191,0,0.001,8.55715,2000,3.40852,3.28314,3.56209,3.43152,541,503,1947.6,1810.8,4,4,1249.71,15.8785,51.9775,700,700,0.2415,483,0.000598652,1.1973,5.5935,11187,84,-0.286511,-9.63408e-10,0.138603,0.0539029,1770.27
192,0,0.001,9.36197,2000,3.06053,2.95684,3.31316,3.07948,541,502,1947.6,1807.2,4,4,1302.85,12.2045,52.399,700,700,0.241,482,0.000460188,0.920375,6.209,12418,83,-0.343577,-6.6821e-10,0.136908,0.0559361,1779.94
193,0,0.001,8.63948,2000,3.51882,3.35289,3.53598,3.54949,560,528,2016,1900.8,2,1,1419.09,7.946,44.572,700,700,0.259,518,0.00529982,10.5996,5.7115,11423,86,-0.728711,-3.31186e-10,0.135475,0.051091,1788.87
194,0,0.001,8.30835,2000,3.413,3.28408,3.62637,3.43647,525,493,1890,1774.8,6,5,1436.58,20.3375,55.3735,700,700,0.2315,463,-0.00212581,-4.25162,5.3945,10789,82,-0.220446,-2.56537e-10,0.139966,0.0533371,1797.46
195,0,0.001,9.16854,2000,3.20831,3.07862,3.41961,3.23199,540,512,1944,1843.2,0,0,1551.09,15.07,53.8435,700,700,0.256,512,0.00446776,8.93551,5.9845,11969,82,-0.480379,5.58002e-11,0.143949,0.0544057,1806.92
196,0,0.001,8.63801,2000,3.40565,3.2752,3.52718,3.42965,548,508,1972.8,1828.8,4,4,1249.98,13.7885,50.3065,700,700,0.244,488,0.00122589,2.45177,5.6715,11343,84,-0.427904,-4.99e-10,0.161656,0.0560303,1815.84
197,0,0.001,8.52762,2000,3.4721,3.34001,3.58685,3.49652,552,513,1987.2,1846.8,6,6,1462.81,12.064,48.2115,700,700,0.2415,483,0.000529052,1.0581,5.6365,11273,83,-0.614985,3.76705e-12,0.175639,0.0529392,1824.66
198,0,0.001,9.17229,2000,3.08363,2.98498,3.34572,3.10161,538,492,1936.8,1771.2,8,7,1292.02,14.163,53.764,700,700,0.226,452,-0.00361168,-7.22337,6.104,12208,82,-0.297236,-2.10794e-10,0.169491,0.055433,1834.14
199,0,0.001,8.31495,2000,3.55416,3.39774,3.66607,3.58308,543,515,1954.8,1854,2,2,1503.95,15.538,50.6035,700,700,0.2525,505,0.00347496,6.94992,5.4695,10939,84,-0.515719,6.00085e-10,0.176878,0.0565629,1843.32
200,0,0.001,8.72526,2000,3.46007,3.27951,3.51423,3.49349,564,527,2030.4,1897.2,4,3,1312.38,6.932,44.0665,700,700,0.2535,507,0.00372391,7.44782,5.798,11596,88,,,,,1852.31
